"prov_site","office","custNum","invNum","invoicDate","payDate","balance","totalCharg","tax","po_number","isDeleted","CreatedDate"
"138A","Greenbelt Pediatrics","null","138A051800","2020-08-05T00:00:00.0000000","null","199.970","199.970","0.000","                    ","False","2020-08-05T00:00:00.0000000"
"138B","EXECUTIVE HEALTHCARE","null","138B051800","2020-08-06T00:00:00.0000000","null","213.830","213.830","0.000","                    ","False","2020-08-06T00:00:00.0000000"
"138E","Advance Womens Care of the Low","null","138E051800","2020-08-07T00:00:00.0000000","null","684.610","684.610","0.000","                    ","False","2020-08-07T00:00:00.0000000"
"138F","Heartland Eye Care","null","138F051800","2020-08-08T00:00:00.0000000","null","75.500","75.500","0.000","                    ","False","2020-08-08T00:00:00.0000000"
"138G","Premier Plastic Surgery, PC","null","138G051800","2020-08-09T00:00:00.0000000","null","674.220","674.220","0.000","                    ","False","2020-08-09T00:00:00.0000000"
"138H","Chris Frost Chiropractic","null","138H051800","2020-08-10T00:00:00.0000000","null","119.300","119.300","0.000","                    ","False","2020-08-10T00:00:00.0000000"
"138K","Coram-Selden Chiropractic","null","138K051800","2020-08-11T00:00:00.0000000","null","135.850","135.850","0.000","                    ","False","2020-08-11T00:00:00.0000000"
"138R","Randall Riemer OD","null","138R051800","2020-08-12T00:00:00.0000000","null","160.360","160.360","0.000","                    ","False","2020-08-12T00:00:00.0000000"
"138X","College Pediatrics","null","138X051800","2020-08-13T00:00:00.0000000","null","686.600","686.600","0.000","                    ","False","2020-08-13T00:00:00.0000000"
"1392","Dr. Ali Khojasteh Med Excellen","null","1392051800","2020-08-14T00:00:00.0000000","null","229.930","229.930","0.000","                    ","False","2020-08-14T00:00:00.0000000"
"139C","Patterson Eyecare","null","139C051800","2020-08-15T00:00:00.0000000","null","190.680","190.680","0.000","                    ","False","2020-08-15T00:00:00.0000000"
"139D","MRS - Physician Care PM","null","139D051800","2020-08-16T00:00:00.0000000","null","61.190","61.190","0.000","                    ","False","2020-08-16T00:00:00.0000000"
"139H","Tomas Friedrich MD","null","139H051800","2020-08-17T00:00:00.0000000","null","173.380","173.380","0.000","                    ","False","2020-08-17T00:00:00.0000000"
"139T","MEDICS AT HOME INC","null","139T051800","2020-08-18T00:00:00.0000000","null","109.050","109.050","0.000","                    ","False","2020-08-18T00:00:00.0000000"
"13A1","Dr Mark Mentzer","null","13A1051800","2020-08-19T00:00:00.0000000","null","117.600","117.600","0.000","                    ","False","2020-08-19T00:00:00.0000000"
"13A4","SMB- West Texas Podiatry","null","13A4051800","2020-08-20T00:00:00.0000000","null","107.610","107.610","0.000","                    ","False","2020-08-20T00:00:00.0000000"
"13AA","Swisher Internal Medicine","null","13AA051800","2020-08-21T00:00:00.0000000","null","562.040","562.040","0.000","                    ","False","2020-08-21T00:00:00.0000000"
"13AE","American Med Consulting Inc","null","13AE051800","2020-08-22T00:00:00.0000000","null","233.760","233.760","0.000","                    ","False","2020-08-22T00:00:00.0000000"
"13AY","Urgent Care of Wauseon","null","13AY051800","2020-08-23T00:00:00.0000000","null","2517.340","2517.340","0.000","                    ","False","2020-08-23T00:00:00.0000000"
"13B1","Dennis N Marshall","null","13B1051800","2020-08-24T00:00:00.0000000","null","53.000","53.000","0.000","                    ","False","2020-08-24T00:00:00.0000000"
"13B3","F Carlos Gonzales MD","null","13B3051800","2020-08-25T00:00:00.0000000","null","214.390","214.390","0.000","                    ","False","2020-08-25T00:00:00.0000000"
"13B4","Internal Medicine Associates o","null","13B4051800","2020-08-26T00:00:00.0000000","null","362.840","362.840","0.000","                    ","False","2020-08-26T00:00:00.0000000"
"13BM","Skin & Laser Surgery Center PC","null","13BM051800","2020-08-27T00:00:00.0000000","null","56.650","56.650","0.000","                    ","False","2020-08-27T00:00:00.0000000"
"13BN","Chance Physical Therapy and Fi","null","13BN051800","2020-08-28T00:00:00.0000000","null","190.540","190.540","0.000","                    ","False","2020-08-28T00:00:00.0000000"
"13BP","Performance Vision Center","null","13BP051800","2020-08-29T00:00:00.0000000","null","63.000","63.000","0.000","                    ","False","2020-08-29T00:00:00.0000000"
"13BU","Stephen M Wilkes, OD","null","13BU051800","2020-08-30T00:00:00.0000000","null","376.360","376.360","0.000","                    ","False","2020-08-30T00:00:00.0000000"
"13BV","Pediatric Urology Associates","null","13BV051800","2020-08-31T00:00:00.0000000","null","8757.260","8757.260","0.000","                    ","False","2020-08-31T00:00:00.0000000"
"13BZ","North Georgia Eye Care","null","13BZ051800","2020-09-01T00:00:00.0000000","null","68.000","68.000","0.000","                    ","False","2020-09-01T00:00:00.0000000"
"13C5","Sigma - Drs. Fink & Moser, LLC","null","13C5051800","2020-09-02T00:00:00.0000000","null","238.100","238.100","0.000","                    ","False","2020-09-02T00:00:00.0000000"
"13C9","Cedar Crest Vision LLC","null","13C9051800","2020-09-03T00:00:00.0000000","null","73.500","73.500","0.000","                    ","False","2020-09-03T00:00:00.0000000"
"13CC","Friesen Family Medicine","null","13CC051800","2020-09-04T00:00:00.0000000","null","199.970","199.970","0.000","                    ","False","2020-09-04T00:00:00.0000000"
"13CE","Camden Clinic","null","13CE051800","2020-09-05T00:00:00.0000000","null","5.000","5.000","0.000","                    ","False","2020-09-05T00:00:00.0000000"
"13CL","Troy Eyecare","null","13CL051800","2020-09-06T00:00:00.0000000","null","5.000","5.000","0.000","                    ","False","2020-09-06T00:00:00.0000000"
"13CW","Delaware Foot and Ankle Group","null","13CW051800","2020-09-07T00:00:00.0000000","null","681.370","681.370","0.000","                    ","False","2020-09-07T00:00:00.0000000"
"13D9","The Vision Center","null","13D9051800","2020-09-08T00:00:00.0000000","null","190.680","190.680","0.000","                    ","False","2020-09-08T00:00:00.0000000"
"13DF","Andrew V Panagos MD","null","13DF051800","2020-09-09T00:00:00.0000000","null","271.520","271.520","0.000","                    ","False","2020-09-09T00:00:00.0000000"
"13DK","Cardiology of Scottsdale PLLC","null","13DK051800","2020-09-10T00:00:00.0000000","null","190.680","190.680","0.000","                    ","False","2020-09-10T00:00:00.0000000"
"13DN","EMS BILLING SOLUTIONS INC","null","13DN051800","2020-09-11T00:00:00.0000000","null","493.750","493.750","0.000","                    ","False","2020-09-11T00:00:00.0000000"
"13DT","Quality Medical Transport","null","13DT051800","2020-09-12T00:00:00.0000000","null","205.000","205.000","0.000","                    ","False","2020-09-12T00:00:00.0000000"
"13DY","Trostel Chiropractic","null","13DY051800","2020-09-13T00:00:00.0000000","null","394.940","394.940","0.000","                    ","False","2020-09-13T00:00:00.0000000"
"130","Lake Shore Pulmonology","null","13E1051800","2020-09-14T00:00:00.0000000","null","394.940","394.940","0.000","                    ","False","2020-09-14T00:00:00.0000000"
"1300","John M Colby MD LLC","null","13E2051800","2020-09-15T00:00:00.0000000","null","199.970","199.970","0.000","                    ","False","2020-09-15T00:00:00.0000000"
"1300000","Airpark Medical Center","null","13E5051800","2020-09-16T00:00:00.0000000","null","5.000","5.000","0.000","                    ","False","2020-09-16T00:00:00.0000000"
"13EA","Family Eye Health Care Clinic","null","13EA051800","2020-09-18T00:00:00.0000000","null","260.510","260.510","0.000","                    ","False","2020-09-18T00:00:00.0000000"
"13EJ","Precision Spinal Care","null","13EJ051800","2020-09-19T00:00:00.0000000","null","394.940","394.940","0.000","                    ","False","2020-09-19T00:00:00.0000000"
"13EQ","Freeman Oak Hill- Patient Acct","null","13EQ051800","2020-09-20T00:00:00.0000000","null","0.000","0.000","0.000","                    ","False","2020-09-20T00:00:00.0000000"
"13ER","Vandy Sharma MD","null","13ER051800","2020-09-21T00:00:00.0000000","null","119.300","119.300","0.000","                    ","False","2020-09-21T00:00:00.0000000"
"13F4","Wendy Waguespack OD","null","13F4051800","2020-09-22T00:00:00.0000000","null","403.820","403.820","0.000","                    ","False","2020-09-22T00:00:00.0000000"
"13F5","Cecile Saint Paul MD, PA","null","13F5051800","2020-09-23T00:00:00.0000000","null","190.680","190.680","0.000","                    ","False","2020-09-23T00:00:00.0000000"
"13F6","Norman Schmidt MD","null","13F6051800","2020-09-24T00:00:00.0000000","null","165.360","165.360","0.000","                    ","False","2020-09-24T00:00:00.0000000"
"13F7","Evans Eye Clinic","null","13F7051800","2020-09-25T00:00:00.0000000","null","190.680","190.680","0.000","                    ","False","2020-09-25T00:00:00.0000000"
"13F9","North Saint Louis County Gener","null","13F9051800","2020-09-26T00:00:00.0000000","null","232.890","232.890","0.000","                    ","False","2020-09-26T00:00:00.0000000"
"13FH","Warren Eye Care Center","null","13FH051800","2020-09-27T00:00:00.0000000","null","214.390","214.390","0.000","                    ","False","2020-09-27T00:00:00.0000000"
"13FN","Kathleen R Trapp","null","13FN051800","2020-09-28T00:00:00.0000000","null","11.420","11.420","0.000","                    ","False","2020-09-28T00:00:00.0000000"
"13FP","Kevin Snyder MD","null","13FP051800","2020-09-29T00:00:00.0000000","null","214.390","214.390","0.000","                    ","False","2020-09-29T00:00:00.0000000"
"13FZ","Optix Eye Design","null","13FZ051800","2020-09-30T00:00:00.0000000","null","38.000","38.000","0.000","                    ","False","2020-09-30T00:00:00.0000000"
"13G1","GLH-Delta Surgical","null","13G1051800","2020-10-01T00:00:00.0000000","null","25.000","25.000","0.000","                    ","False","2020-10-01T00:00:00.0000000"
"13G2","GLH - Greenwood Neurology","null","13G2051800","2020-10-02T00:00:00.0000000","null","25.000","25.000","0.000","                    ","False","2020-10-02T00:00:00.0000000"
"13G3","GLH-Greenwood Pain Management","null","13G3051800","2020-10-03T00:00:00.0000000","null","25.000","25.000","0.000","                    ","False","2020-10-03T00:00:00.0000000"
"13G4","GLH - Greenwood Orthopedic Cli","null","13G4051800","2020-10-04T00:00:00.0000000","null","25.000","25.000","0.000","                    ","False","2020-10-04T00:00:00.0000000"
"13G5","GLH - No Central MS Neurologic","null","13G5051800","2020-10-05T00:00:00.0000000","null","25.000","25.000","0.000","                    ","False","2020-10-05T00:00:00.0000000"
"13G6","GLH-Wound Care / Hospitalists","null","13G6051800","2020-10-06T00:00:00.0000000","null","25.000","25.000","0.000","                    ","False","2020-10-06T00:00:00.0000000"
"13G7","GLH-Itta Bena Clinic","null","13G7051800","2020-10-07T00:00:00.0000000","null","25.000","25.000","0.000","                    ","False","2020-10-07T00:00:00.0000000"
"13G8","GLH-Lexington Primary Care Cli","null","13G8051800","2020-10-08T00:00:00.0000000","null","25.000","25.000","0.000","                    ","False","2020-10-08T00:00:00.0000000"
"13G9","GLH-Greenwood Leflore Foot Cen","null","13G9051800","2020-10-09T00:00:00.0000000","null","25.000","25.000","0.000","                    ","False","2020-10-09T00:00:00.0000000"
"13GA","GLH-Sumner Clinic","null","13GA051800","2020-10-10T00:00:00.0000000","null","25.000","25.000","0.000","                    ","False","2020-10-10T00:00:00.0000000"
"13GL","Southeast Missouri Hospital Ph","null","13GL051800","2020-10-11T00:00:00.0000000","null","5992.480","5992.480","0.000","                    ","False","2020-10-11T00:00:00.0000000"
"13GM","GLH-No Central MS ENT Clinic","null","13GM051800","2020-10-12T00:00:00.0000000","null","25.000","25.000","0.000","                    ","False","2020-10-12T00:00:00.0000000"
"13GR","ADIO Specific Chiropractic","null","13GR051800","2020-10-13T00:00:00.0000000","null","135.850","135.850","0.000","                    ","False","2020-10-13T00:00:00.0000000"
"13GT","Central Kentucky Eye Associate","null","13GT051800","2020-10-14T00:00:00.0000000","null","1590.270","1590.270","0.000","                    ","False","2020-10-14T00:00:00.0000000"
"13GV","Urology Health Center PC","null","13GV051800","2020-10-15T00:00:00.0000000","null","1782.220","1782.220","0.000","                    ","False","2020-10-15T00:00:00.0000000"
"13GZ","Thomas Karisny MDPC","null","13GZ051800","2020-10-16T00:00:00.0000000","null","376.360","376.360","0.000","                    ","False","2020-10-16T00:00:00.0000000"
"13H1","Creative Change LLC","null","13H1051800","2020-10-17T00:00:00.0000000","null","83.200","83.200","0.000","                    ","False","2020-10-17T00:00:00.0000000"
"13H2","Carolina Ambulance Billing","null","13H2051800","2020-10-18T00:00:00.0000000","null","2355.390","2355.390","0.000","                    ","False","2020-10-18T00:00:00.0000000"
"13H4","KM-Physical Therapy-Sports Ins","null","13H4051800","2020-10-19T00:00:00.0000000","null","283.400","283.400","0.000","                    ","False","2020-10-19T00:00:00.0000000"
"13HA","Christopher J Nowik OD PC","null","13HA051800","2020-10-20T00:00:00.0000000","null","82.800","82.800","0.000","                    ","False","2020-10-20T00:00:00.0000000"
"13HE","Tocci Chiropractic and Wellnes","null","13HE051800","2020-10-21T00:00:00.0000000","null","135.850","135.850","0.000","                    ","False","2020-10-21T00:00:00.0000000"
"13HH","West Hills Dermatology Group","null","13HH051800","2020-10-22T00:00:00.0000000","null","439.250","439.250","0.000","                    ","False","2020-10-22T00:00:00.0000000"
"13HM","Jackson Internal Medicine","null","13HM051800","2020-10-23T00:00:00.0000000","null","89.190","89.190","0.000","                    ","False","2020-10-23T00:00:00.0000000"
"13HN","Harold T Akin","null","13HN051800","2020-10-24T00:00:00.0000000","null","214.390","214.390","0.000","                    ","False","2020-10-24T00:00:00.0000000"
"13HR","Cedar Hill Medical PC","null","13HR051800","2020-10-25T00:00:00.0000000","null","3203.450","3203.450","0.000","                    ","False","2020-10-25T00:00:00.0000000"
"13HW","Blue Grass Family Eye Care","null","13HW051800","2020-10-26T00:00:00.0000000","null","398.820","398.820","0.000","                    ","False","2020-10-26T00:00:00.0000000"
"13HX","Mt Pleasant Family Practice","null","13HX051800","2020-10-27T00:00:00.0000000","null","741.940","741.940","0.000","                    ","False","2020-10-27T00:00:00.0000000"
"13HZ","MGM Medical Associates","null","13HZ051800","2020-10-28T00:00:00.0000000","null","236.550","236.550","0.000","                    ","False","2020-10-28T00:00:00.0000000"
"13J1","Anesthesia Care Associates","null","13J1051800","2020-10-29T00:00:00.0000000","null","389.940","389.940","0.000","                    ","False","2020-10-29T00:00:00.0000000"
"13J3","SMB- South County Podiatry, IN","null","13J3051800","2020-10-30T00:00:00.0000000","null","215.220","215.220","0.000","                    ","False","2020-10-30T00:00:00.0000000"
"13J8","Center For Physical Health","null","13J8051800","2020-10-31T00:00:00.0000000","null","341.760","341.760","0.000","                    ","False","2020-10-31T00:00:00.0000000"
"13JC","Suburban Family Medicine","null","13JC051800","2020-11-01T00:00:00.0000000","null","5.000","5.000","0.000","                    ","False","2020-11-01T00:00:00.0000000"
"13JN","AEC- Associated Eye Care","null","13JN051800","2020-11-02T00:00:00.0000000","null","3837.000","3837.000","0.000","                    ","False","2020-11-02T00:00:00.0000000"
"13JV","Carrie Lakin DPM","null","13JV051800","2020-11-03T00:00:00.0000000","null","25.000","25.000","0.000","                    ","False","2020-11-03T00:00:00.0000000"
"13JZ","Oakdale Optical","null","13JZ051800","2020-11-04T00:00:00.0000000","null","947.000","947.000","0.000","                    ","False","2020-11-04T00:00:00.0000000"
"13K2","Donald Chambers, MD","null","13K2051800","2020-11-05T00:00:00.0000000","null","199.970","199.970","0.000","                    ","False","2020-11-05T00:00:00.0000000"
"13K4","Gardens Plastic Surgery","null","13K4051800","2020-11-06T00:00:00.0000000","null","224.080","224.080","0.000","                    ","False","2020-11-06T00:00:00.0000000"
"13KB","Medical Billing Associates","null","13KB051800","2020-11-07T00:00:00.0000000","null","25.000","25.000","0.000","                    ","False","2020-11-07T00:00:00.0000000"
"13KH","Ahmed Noori MD","null","13KH051800","2020-11-08T00:00:00.0000000","null","209.390","209.390","0.000","                    ","False","2020-11-08T00:00:00.0000000"
"13KL","ANKLE & FOOT ASSOCIATES, LLC","null","13KL051800","2020-11-09T00:00:00.0000000","null","423.780","423.780","0.000","                    ","False","2020-11-09T00:00:00.0000000"
"13KN","Craig P Klooster DPM","null","13KN051800","2020-11-10T00:00:00.0000000","null","5.000","5.000","0.000","                    ","False","2020-11-10T00:00:00.0000000"
"13KW","Hall Chiropractic Clinic","null","13KW051800","2020-11-11T00:00:00.0000000","null","214.390","214.390","0.000","                    ","False","2020-11-11T00:00:00.0000000"
"13KZ","Ashland Endocrinology","null","13KZ051800","2020-11-12T00:00:00.0000000","null","204.410","204.410","0.000","                    ","False","2020-11-12T00:00:00.0000000"
"13L1","Hand Surgery Clinic PLLC","null","13L1051800","2020-11-13T00:00:00.0000000","null","69.900","69.900","0.000","                    ","False","2020-11-13T00:00:00.0000000"
"13L2","Jones Chiropractic Clinic","null","13L2051800","2020-11-14T00:00:00.0000000","null","195.540","195.540","0.000","                    ","False","2020-11-14T00:00:00.0000000"
"13L8","David W Ranson MD","null","13L8051800","2020-11-15T00:00:00.0000000","null","214.390","214.390","0.000","                    ","False","2020-11-15T00:00:00.0000000"
"13L9","Sigma - John H Counce II MD","null","13L9051800","2020-11-16T00:00:00.0000000","null","121.550","121.550","0.000","                    ","False","2020-11-16T00:00:00.0000000"
"13LE","Douglas Chiropractic","null","13LE051800","2020-11-17T00:00:00.0000000","null","373.380","373.380","0.000","                    ","False","2020-11-17T00:00:00.0000000"
"13LH","Lakes Eye Clinic","null","13LH051800","2020-11-18T00:00:00.0000000","null","414.390","414.390","0.000","                    ","False","2020-11-18T00:00:00.0000000"
"13LJ","Dr. Stanley J Foster MD PC","null","13LJ051800","2020-11-19T00:00:00.0000000","null","414.390","414.390","0.000","                    ","False","2020-11-19T00:00:00.0000000"
"13LT","Vladimir V Panine MD","null","13LT051800","2020-11-20T00:00:00.0000000","null","225.000","225.000","0.000","                    ","False","2020-11-20T00:00:00.0000000"
"13LV","Center for Progressive Natural","null","13LV051800","2020-11-21T00:00:00.0000000","null","395.540","395.540","0.000","                    ","False","2020-11-21T00:00:00.0000000"
"13LW","Angela Herrmann MD","null","13LW051800","2020-11-22T00:00:00.0000000","null","390.680","390.680","0.000","                    ","False","2020-11-22T00:00:00.0000000"
"13LZ","Don Heilala DPM","null","13LZ051800","2020-11-23T00:00:00.0000000","null","296.480","296.480","0.000","                    ","False","2020-11-23T00:00:00.0000000"
"13M1","GLH - Magnolia Medical Clinic","null","13M1051800","2020-11-24T00:00:00.0000000","null","25.000","25.000","0.000","                    ","False","2020-11-24T00:00:00.0000000"
"13M2","GLH - Greenwood OBGYN ASSOC.","null","13M2051800","2020-11-25T00:00:00.0000000","null","25.000","25.000","0.000","                    ","False","2020-11-25T00:00:00.0000000"
"13M3","GLH-Greenwood Childrens Clinic","null","13M3051800","2020-11-26T00:00:00.0000000","null","25.000","25.000","0.000","                    ","False","2020-11-26T00:00:00.0000000"
"13M4","GLH-Leflore Specialty Clinic","null","13M4051800","2020-11-27T00:00:00.0000000","null","25.000","25.000","0.000","                    ","False","2020-11-27T00:00:00.0000000"
"13M5","Zellweger Family Chiropractic","null","13M5051800","2020-11-28T00:00:00.0000000","null","159.050","159.050","0.000","                    ","False","2020-11-28T00:00:00.0000000"
"13M9","Sigma - Doc 4 Kids","null","13M9051800","2020-11-29T00:00:00.0000000","null","121.550","121.550","0.000","                    ","False","2020-11-29T00:00:00.0000000"
"13MF","Southwest Eye Clinics","null","13MF051800","2020-11-30T00:00:00.0000000","null","518.780","518.780","0.000","                    ","False","2020-11-30T00:00:00.0000000"
"13MG","Robert E Alleman MD PA","null","13MG051800","2020-12-01T00:00:00.0000000","null","5.000","5.000","0.000","                    ","False","2020-12-01T00:00:00.0000000"
"13ML","Sherry Campbell Billing Servic","null","13ML051800","2020-12-02T00:00:00.0000000","null","255.440","255.440","0.000","                    ","False","2020-12-02T00:00:00.0000000"
"13MN","InFocus Eyecare","null","13MN051800","2020-12-03T00:00:00.0000000","null","250.000","250.000","0.000","                    ","False","2020-12-03T00:00:00.0000000"
"13MP","Reynaldo Sarmiento MD","null","13MP051800","2020-12-04T00:00:00.0000000","null","395.540","395.540","0.000","                    ","False","2020-12-04T00:00:00.0000000"
"13MR","Southampton Pediatric Associat","null","13MR051800","2020-12-05T00:00:00.0000000","null","828.170","828.170","0.000","                    ","False","2020-12-05T00:00:00.0000000"
"13N3","Bobby Buka MD PC","null","13N3051800","2020-12-06T00:00:00.0000000","null","4306.410","4306.410","0.000","                    ","False","2020-12-06T00:00:00.0000000"
"13N4","Jin S Cha MD","null","13N4051800","2020-12-07T00:00:00.0000000","null","5.000","5.000","0.000","                    ","False","2020-12-07T00:00:00.0000000"
"13N6","Neill Cowles OD","null","13N6051800","2020-12-08T00:00:00.0000000","null","386.460","386.460","0.000","                    ","False","2020-12-08T00:00:00.0000000"
"13NB","Tennessee Valley Life Center","null","13NB051800","2020-12-09T00:00:00.0000000","null","414.390","414.390","0.000","                    ","False","2020-12-09T00:00:00.0000000"
"13NC","Pasco County Fire Rescue Amb,","null","13NC051800","2020-12-10T00:00:00.0000000","null","16.000","16.000","0.000","                    ","False","2020-12-10T00:00:00.0000000"
"13NL","Keith G. Ryan Chiropractic, PL","null","13NL051800","2020-12-11T00:00:00.0000000","null","214.390","214.390","0.000","                    ","False","2020-12-11T00:00:00.0000000"
"13NR","CRC Health Corporation","null","13NR051800","2020-12-12T00:00:00.0000000","null","445.800","445.800","0.000","                    ","False","2020-12-12T00:00:00.0000000"
"13NV","Preferred Medical Group","null","13NV051800","2020-12-13T00:00:00.0000000","null","779.930","779.930","0.000","                    ","False","2020-12-13T00:00:00.0000000"
"13NW","Guy Francis, MD","null","13NW051800","2020-12-14T00:00:00.0000000","null","390.680","390.680","0.000","                    ","False","2020-12-14T00:00:00.0000000"
"13NY","Children & Family Health Clini","null","13NY051800","2020-12-15T00:00:00.0000000","null","0.000","0.000","0.000","                    ","False","2020-12-15T00:00:00.0000000"
"13P4","St. Louis Foot and Ankle","null","13P4051800","2020-12-16T00:00:00.0000000","null","5.000","5.000","0.000","                    ","False","2020-12-16T00:00:00.0000000"
"13P6","Eye Institute of New York","null","13P6051800","2020-12-17T00:00:00.0000000","null","223.200","223.200","0.000","                    ","False","2020-12-17T00:00:00.0000000"
"13P8","The Vision Center","null","13P8051800","2020-12-18T00:00:00.0000000","null","399.970","399.970","0.000","                    ","False","2020-12-18T00:00:00.0000000"
"13PB","Emergency Management Resources","null","13PB051800","2020-12-19T00:00:00.0000000","null","357.510","357.510","0.000","                    ","False","2020-12-19T00:00:00.0000000"
"13PM","Agilus Health","null","13PM051800","2020-12-20T00:00:00.0000000","null","200.000","200.000","0.000","                    ","False","2020-12-20T00:00:00.0000000"
"13PR","Lancaster Urology","null","13PR051800","2020-12-21T00:00:00.0000000","null","225.000","225.000","0.000","                    ","False","2020-12-21T00:00:00.0000000"
"13PU","Bushnell Family Practice Ctr","null","13PU051800","2020-12-22T00:00:00.0000000","null","1716.180","1716.180","0.000","                    ","False","2020-12-22T00:00:00.0000000"
"13PZ","Karnes Medical Services, LLC","null","13PZ051800","2020-12-23T00:00:00.0000000","null","399.970","399.970","0.000","                    ","False","2020-12-23T00:00:00.0000000"
"13Q6","Northwoods Pediatric","null","13Q6051800","2020-12-24T00:00:00.0000000","null","479.000","479.000","0.000","                    ","False","2020-12-24T00:00:00.0000000"
"13Q8","Gordon B Massengale MD","null","13Q8051800","2020-12-25T00:00:00.0000000","null","411.050","411.050","0.000","                    ","False","2020-12-25T00:00:00.0000000"
"13QE","GAH - Delost and Spangler","null","13QE051800","2020-12-26T00:00:00.0000000","null","182.000","182.000","0.000","                    ","False","2020-12-26T00:00:00.0000000"
"13QH","GAH - Neil R Nelson, MD","null","13QH051800","2020-12-27T00:00:00.0000000","null","106.600","106.600","0.000","                    ","False","2020-12-27T00:00:00.0000000"
"13QJ","GAH - The Onarga Clinic","null","13QJ051800","2020-12-28T00:00:00.0000000","null","426.400","426.400","0.000","                    ","False","2020-12-28T00:00:00.0000000"
"13QK","GAH - The Paxton Clinic","null","13QK051800","2020-12-29T00:00:00.0000000","null","639.600","639.600","0.000","                    ","False","2020-12-29T00:00:00.0000000"
"13QL","GAH - Gibson City Clinic","null","13QL051800","2020-12-30T00:00:00.0000000","null","25.000","25.000","0.000","                    ","False","2020-12-30T00:00:00.0000000"
"13QM","Patriot Chiropractic Center","null","13QM051800","2020-12-31T00:00:00.0000000","null","414.390","414.390","0.000","                    ","False","2020-12-31T00:00:00.0000000"
"13QU","University Chiropractic","null","13QU051800","2021-01-01T00:00:00.0000000","null","404.410","404.410","0.000","                    ","False","2021-01-01T00:00:00.0000000"
"13QX","Keller Optometric, Inc.","null","13QX051800","2021-01-02T00:00:00.0000000","null","365.360","365.360","0.000","                    ","False","2021-01-02T00:00:00.0000000"
"13R7","Innovative Mobile Services","null","13R7051800","2021-01-03T00:00:00.0000000","null","399.970","399.970","0.000","                    ","False","2021-01-03T00:00:00.0000000"
"13R8","Premier Chiropractic Center","null","13R8051800","2021-01-04T00:00:00.0000000","null","720.420","720.420","0.000","                    ","False","2021-01-04T00:00:00.0000000"
"13RC","Skyline Psychiatric Associates","null","13RC051800","2021-01-05T00:00:00.0000000","null","397.800","397.800","0.000","                    ","False","2021-01-05T00:00:00.0000000"
"13RE","West Ky Abrams DO","null","13RE051800","2021-01-06T00:00:00.0000000","null","421.280","421.280","0.000","                    ","False","2021-01-06T00:00:00.0000000"
"13RN","Ridgeland Physical Therapy","null","13RN051800","2021-01-07T00:00:00.0000000","null","25.000","25.000","0.000","                    ","False","2021-01-07T00:00:00.0000000"
"13RT","Language and Movement","null","13RT051800","2021-01-08T00:00:00.0000000","null","639.810","639.810","0.000","                    ","False","2021-01-08T00:00:00.0000000"
"13S3","Arthritis Consultants, Inc.","null","13S3051800","2021-01-09T00:00:00.0000000","null","783.450","783.450","0.000","                    ","False","2021-01-09T00:00:00.0000000"
"13S8","Elaine Young MD","null","13S8051800","2021-01-10T00:00:00.0000000","null","1251.910","1251.910","0.000","                    ","False","2021-01-10T00:00:00.0000000"
"13S9","North Star Critical Care","null","13S9051800","2021-01-11T00:00:00.0000000","null","402.800","402.800","0.000","                    ","False","2021-01-11T00:00:00.0000000"
"13SE","Paul Mazur OD","null","13SE051800","2021-01-12T00:00:00.0000000","null","39.900","39.900","0.000","                    ","False","2021-01-12T00:00:00.0000000"
"13SG","Direct Connection Chiropractic","null","13SG051800","2021-01-13T00:00:00.0000000","null","414.390","414.390","0.000","                    ","False","2021-01-13T00:00:00.0000000"
"13SK","Jolly and Chlebina, PA","null","13SK051800","2021-01-14T00:00:00.0000000","null","273.300","273.300","0.000","                    ","False","2021-01-14T00:00:00.0000000"
"13SL","Silverton Mount Angel Physical","null","13SL051800","2021-01-15T00:00:00.0000000","null","275.250","275.250","0.000","                    ","False","2021-01-15T00:00:00.0000000"
"13SN","Arsenault Chiropractic Center","null","13SN051800","2021-01-16T00:00:00.0000000","null","384.360","384.360","0.000","                    ","False","2021-01-16T00:00:00.0000000"
"13T1","LDK Counseling","null","13T1051800","2021-01-17T00:00:00.0000000","null","623.780","623.780","0.000","                    ","False","2021-01-17T00:00:00.0000000"
"13T4","Talihina Medical Clinic","null","13T4051800","2021-01-18T00:00:00.0000000","null","872.780","872.780","0.000","                    ","False","2021-01-18T00:00:00.0000000"
"13T5","Ballwin Chiropractic","null","13T5051800","2021-01-19T00:00:00.0000000","null","292.600","292.600","0.000","                    ","False","2021-01-19T00:00:00.0000000"
"13TA","Mag Mutual Healthcare Solution","null","13TA051800","2021-01-20T00:00:00.0000000","null","56.700","56.700","0.000","                    ","False","2021-01-20T00:00:00.0000000"
"13TB","Joel R Price MD","null","13TB051800","2021-01-21T00:00:00.0000000","null","409.390","409.390","0.000","                    ","False","2021-01-21T00:00:00.0000000"
"13TQ","The Vision Center of Johnson C","null","13TQ051800","2021-01-22T00:00:00.0000000","null","270.500","270.500","0.000","                    ","False","2021-01-22T00:00:00.0000000"
"13TU","Nottger Chiropractic and Acupu","null","13TU051800","2021-01-23T00:00:00.0000000","null","159.050","159.050","0.000","                    ","False","2021-01-23T00:00:00.0000000"
"13TV","Ballas Chiropractic","null","13TV051800","2021-01-24T00:00:00.0000000","null","5.000","5.000","0.000","                    ","False","2021-01-24T00:00:00.0000000"
